index,review_title,reviewed_at,reviewed_by,images,crawled_at,url,hotel_name,hotel_url,avg_rating,nationality,rating,review_text,raw_review_text,tags,meta,word_count
16411,Exceptional,2019-09-29,Rym,https://cf.bstatic.com/xdata/images/xphoto/square60_ao/78915105.jpg?k=0b9e37b89e26285da4c82c180518897b3d2fb15bc638fa65d11bd2cedc2aa5e5&o=,"07/20/2021, 01:47:14",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Netherlands,10.0,"The cleanliness of the room, the interiors of the hotel and the yummy breakfast.","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The cleanliness of the room, the interiors of the hotel and the yummy breakfast.</span></p>",Leisure trip~Group~Queen Room~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",14
16414,Good,2019-09-29,Ruta,,"07/20/2021, 01:47:14",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,United Kingdom,7.9,"No fridge, kettle or water bottles in the room., Location. Short walk to the centre.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">No fridge, kettle or water bottles in the room.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Location. Short walk to the centre.</span></p>",Leisure trip~Couple~Standard Double Room~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",15
16420,Superb,2019-09-29,Anna,,"07/20/2021, 01:47:15",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Russia,9.0,"Very comfortable bed, very good shower. Location close to Brussels Central.","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Very comfortable bed, very good shower. Location close to Brussels Central.</span></p>",Leisure trip~Solo traveller~Queen Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",11
16426,Superb,2019-09-28,Bingana,,"07/20/2021, 01:47:16",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Luxembourg,9.0,Whenever you think about Motel you don't expect a lot of comfort but this establishment is up to par with the major Hotel chains.,,,,24
16437,Exceptional,2019-09-28,Ilga,,"07/20/2021, 01:47:17",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Germany,10.0,"Lovly Staff, clean Room, super Location and very romantic Garden. Top Hotel","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Lovly Staff, clean Room, super Location and very romantic Garden. Top Hotel</span></p>",Leisure trip~Family with young children~Queen Room~Stayed 2 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",12
16446,Superb,2019-09-26,M&m,,"07/20/2021, 01:47:19",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Sweden,9.2,Super clean and perfect beds,"<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Super clean and perfect beds</span></p>",Leisure trip~Couple~Standard Double Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",5
16457,Ideal,2019-09-26,Roshan,,"07/20/2021, 01:47:21",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Netherlands,10.0,"There was huge queue for the check-in., Cleanliness, Close to city centre, nice staff behaviour","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">There was huge queue for the check-in.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Cleanliness, Close to city centre, nice staff behaviour</span></p>",Leisure trip~Couple~Standard Double Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",15
16467,Lovely stay,2019-09-24,Chintan,,"07/20/2021, 01:47:23",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,United States,10.0,"The rooms are a bit tiny, The staff is very helpful and sweet","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">The rooms are a bit tiny</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The staff is very helpful and sweet</span></p>",Leisure trip~Family with young children~Standard Double Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",13
16478,Superb,2019-09-23,Olegovi4,,"07/20/2021, 01:47:25",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Latvia,9.2,"Was really nice room with comfortable bed, nice design, all you need. Location also perfect.","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Was really nice room with comfortable bed, nice design, all you need. Location also perfect.</span></p>",Leisure trip~Solo traveller~Standard Double Room~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",15
16493,Great place for Brussels stay.,2019-09-23,Nehal,,"07/20/2021, 01:47:28",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,United States,9.2,"Very clean and modern hotel. Excellent, friendly staff. The location was close enough to Metro, Brussels Central. Nice walk to city centre. Grocery store across the street.","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Very clean and modern hotel.  Excellent, friendly staff.  The location was close enough to Metro, Brussels Central.  Nice walk to city centre.  Grocery store across the street.</span></p>",Leisure trip~Couple~Standard Double Room~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",27
16510,Exceptional,2019-09-23,Oleh,,"07/20/2021, 01:47:31",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Ukraine,10.0,Modern hotel with a really comfortable location and friendly staff.,"<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Modern hotel with a really comfortable location and friendly staff. </span></p>",Leisure trip~Couple~Queen Room~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",10
16526,Exceptional,2019-09-23,Jean-marc,,"07/20/2021, 01:47:33",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,France,9.6,Just perfect ! Great Location,"<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Just perfect !
Great Location</span></p>",Leisure trip~People with friends~Standard Double Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",5
16541,Exceptional,2019-09-23,Seana,,"07/20/2021, 01:47:36",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Ireland,9.6,"Clean, comfortable bedding. Delighted to see the Organic products in the bathroom. Very busy hotel and walking distance to all attractions. Will stay again if visit Brussels.","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Clean, comfortable bedding. Delighted to see the Organic products in the bathroom. Very busy hotel and walking distance to all attractions.  Will stay again if visit Brussels.</span></p>",Leisure trip~Group~Standard Double Room~Stayed 2 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",27
